"ID","area_code","area_name","data_time","rain","temperature","humidity","solar_radiation","wind_uv_ten","wind_uv_hundred","wind_speed_ten","wind_speed_hundred"
253375,'330803','衢江区','2023-11-09 07:00:00.000000',0.0000,NULL,97.4850,11.1830,62.4480,NULL,1.0200,1.4800
253376,'330822','常山县','2023-11-09 07:00:00.000000',NULL,15.4950,NULL,3.9000,NULL,53.6490,NULL,NULL
253377,'330824','开化县','2023-11-09 07:00:00.000000',0.0000,15.8720,NULL,NULL,56.2100,56.2100,0.1900,0.2700
253378,'330825','龙游县','2023-11-09 07:00:00.000000',0.0000,15.2520,NULL,NULL,NULL,48.4100,0.5700,0.8300
253379,'330881','江山市','2023-11-09 07:00:00.000000',0.0000,15.4950,NULL,NULL,44.0720,44.0720,0.9800,1.4200
253380,'330800','衢州市','2023-11-09 08:00:00.000000',0.0000,16.1340,96.5580,218.8920,NULL,64.4920,NULL,2.1400
253381,'330802','柯城区','2023-11-09 08:00:00.000000',0.0000,NULL,96.7840,214.4430,NULL,68.0830,1.4200,2.0600
253382,'330803','衢江区','2023-11-09 08:00:00.000000',NULL,16.1240,95.9350,NULL,65.6620,65.6620,NULL,2.2300
253383,'330822','常山县','2023-11-09 08:00:00.000000',NULL,16.1550,96.0880,NULL,42.5290,NULL,0.7700,1.1100
253384,'330824','开化县','2023-11-09 08:00:00.000000',NULL,16.6590,NULL,197.5690,11.9690,NULL,0.1700,0.2400
253385,'330825','龙游县','2023-11-09 08:00:00.000000',0.0000,15.9950,98.7650,216.8070,64.1480,64.1480,1.1100,1.6000
253386,'330881','江山市','2023-11-09 08:00:00.000000',NULL,NULL,97.0010,199.2470,33.0710,33.0710,1.4500,2.0900
253387,'330800','衢州市','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253388,'330802','柯城区','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253389,'330803','衢江区','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253390,'330822','常山县','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253391,'330824','开化县','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253392,'330825','龙游县','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253393,'330881','江山市','2023-11-09 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253394,'330800','衢州市','2023-11-09 10:00:00.000000',NULL,18.2060,87.9410,363.5530,96.9890,96.9890,0.8700,1.2600
253395,'330802','柯城区','2023-11-09 10:00:00.000000',0.0000,NULL,88.6570,379.3900,NULL,100.8500,0.9400,1.3500
253396,'330803','衢江区','2023-11-09 10:00:00.000000',NULL,18.4180,85.0280,327.0090,91.2850,91.2850,0.7700,1.1100
253397,'330822','常山县','2023-11-09 10:00:00.000000',NULL,18.3070,NULL,153.7130,67.0820,67.0820,0.8200,1.1900
253398,'330824','开化县','2023-11-09 10:00:00.000000',0.0000,19.0540,85.3340,262.4470,265.5750,NULL,0.2900,0.4200
253399,'330825','龙游县','2023-11-09 10:00:00.000000',0.0000,18.6440,86.9730,NULL,NULL,NULL,1.0000,NULL
253400,'330881','江山市','2023-11-09 10:00:00.000000',0.0000,NULL,88.1280,190.1100,51.1380,51.1380,0.9100,1.3200
253401,'330800','衢州市','2023-11-09 11:00:00.000000',0.0000,19.1380,83.5300,296.7560,81.5830,81.5830,1.2800,NULL
253402,'330802','柯城区','2023-11-09 11:00:00.000000',0.0000,NULL,84.4700,315.8480,87.0620,87.0620,NULL,2.0100
253403,'330803','衢江区','2023-11-09 11:00:00.000000',0.0000,19.1020,NULL,0.0000,79.0020,79.0020,1.1300,1.6300
253404,'330822','常山县','2023-11-09 11:00:00.000000',0.0000,19.1730,83.2530,346.7620,53.8740,NULL,0.9300,1.3500
253405,'330824','开化县','2023-11-09 11:00:00.000000',NULL,19.5560,NULL,NULL,87.9890,NULL,0.1300,0.1800
253406,'330825','龙游县','2023-11-09 11:00:00.000000',0.0000,19.1750,84.7280,288.0080,NULL,51.2460,1.2300,NULL
253407,'330881','江山市','2023-11-09 11:00:00.000000',0.0000,19.0990,NULL,332.2820,NULL,51.3360,1.0500,1.5200
253408,'330800','衢州市','2023-11-09 12:00:00.000000',0.0000,19.9500,80.3930,NULL,NULL,74.3490,1.2300,1.7800
253409,'330802','柯城区','2023-11-09 12:00:00.000000',0.0000,19.7610,81.5420,257.0080,81.9300,81.9300,1.1800,1.7000
253410,'330803','衢江区','2023-11-09 12:00:00.000000',NULL,NULL,76.8360,NULL,74.1820,74.1820,1.4800,NULL
253411,'330822','常山县','2023-11-09 12:00:00.000000',0.0000,NULL,82.3870,63.2030,39.1960,39.1960,0.7000,1.0200
253412,'330824','开化县','2023-11-09 12:00:00.000000',0.0000,19.9950,81.9510,152.8990,NULL,230.5670,NULL,NULL
253413,'330825','龙游县','2023-11-09 12:00:00.000000',0.0000,20.4750,NULL,637.1140,45.7360,NULL,1.1800,NULL
253414,'330881','江山市','2023-11-09 12:00:00.000000',0.0000,19.7840,NULL,NULL,26.8760,NULL,1.5000,2.1700
253415,'330800','衢州市','2023-11-09 13:00:00.000000',0.0000,NULL,NULL,50.4630,NULL,69.6400,0.8200,1.1900
253416,'330802','柯城区','2023-11-09 13:00:00.000000',NULL,19.9500,82.8660,50.7900,NULL,81.5190,0.7900,1.1500
253417,'330803','衢江区','2023-11-09 13:00:00.000000',NULL,NULL,78.6960,75.4830,63.1570,63.1570,1.0300,1.4900
253418,'330822','常山县','2023-11-09 13:00:00.000000',0.1400,19.0260,85.3260,50.5470,NULL,NULL,0.8600,1.2400
253419,'330824','开化县','2023-11-09 13:00:00.000000',0.3810,19.3130,NULL,NULL,23.5000,23.5000,0.2400,0.3400
253420,'330825','龙游县','2023-11-09 13:00:00.000000',0.0000,20.2510,79.6560,61.4180,29.1730,29.1730,1.0900,1.5700
253421,'330881','江山市','2023-11-09 13:00:00.000000',0.0000,19.4470,81.4190,137.5440,33.7860,NULL,NULL,1.6000
253422,'330800','衢州市','2023-11-09 14:00:00.000000',1.1940,NULL,89.9570,36.5600,274.4740,274.4740,NULL,NULL
253423,'330802','柯城区','2023-11-09 14:00:00.000000',2.3150,18.8170,91.8070,NULL,265.1370,265.1370,1.7000,2.4600
253424,'330803','衢江区','2023-11-09 14:00:00.000000',0.2360,19.9610,82.9270,NULL,25.2230,25.2230,0.5300,NULL
253425,'330822','常山县','2023-11-09 14:00:00.000000',NULL,17.5790,NULL,29.4000,347.2300,347.2300,NULL,0.8500
253426,'330824','开化县','2023-11-09 14:00:00.000000',NULL,18.3280,95.6050,58.2800,NULL,236.2870,NULL,1.1500
253427,'330825','龙游县','2023-11-09 14:00:00.000000',NULL,NULL,82.7860,136.4180,26.6470,NULL,0.5500,0.8000
253428,'330881','江山市','2023-11-09 14:00:00.000000',2.0090,18.2330,92.5130,30.7260,0.4320,NULL,1.4800,2.1500
253429,'330800','衢州市','2023-11-09 15:00:00.000000',NULL,17.9730,97.7260,38.8850,191.3850,191.3850,1.0800,1.5600
253430,'330802','柯城区','2023-11-09 15:00:00.000000',23.8600,17.9230,97.9940,NULL,187.2450,187.2450,NULL,NULL
253431,'330803','衢江区','2023-11-09 15:00:00.000000',17.0660,18.1210,96.1520,29.5560,184.8800,184.8800,1.1500,1.6600
253432,'330822','常山县','2023-11-09 15:00:00.000000',9.5340,17.9360,NULL,77.2660,49.2800,49.2800,0.3100,0.4500
253433,'330824','开化县','2023-11-09 15:00:00.000000',NULL,18.1700,96.9550,142.0290,57.2020,57.2020,0.4600,0.6700
253434,'330825','龙游县','2023-11-09 15:00:00.000000',12.6710,18.4020,NULL,29.4960,68.5910,68.5910,0.3800,NULL
253435,'330881','江山市','2023-11-09 15:00:00.000000',15.2950,17.5090,NULL,20.2660,112.2110,112.2110,0.7800,1.1200
253436,'330800','衢州市','2023-11-09 16:00:00.000000',4.5780,17.9310,NULL,15.4370,282.6750,NULL,0.5900,0.8500
253437,'330802','柯城区','2023-11-09 16:00:00.000000',NULL,17.9010,98.3550,21.8900,281.9940,281.9940,0.5400,0.7800
253438,'330803','衢江区','2023-11-09 16:00:00.000000',6.5790,18.0200,97.0350,NULL,270.5090,NULL,NULL,0.3600
253439,'330822','常山县','2023-11-09 16:00:00.000000',NULL,NULL,97.5560,NULL,192.2650,192.2650,0.4100,NULL
253440,'330824','开化县','2023-11-09 16:00:00.000000',1.7700,18.1240,NULL,NULL,NULL,197.8020,0.5400,0.7800
253441,'330825','龙游县','2023-11-09 16:00:00.000000',NULL,NULL,98.3970,18.5160,116.7660,116.7660,0.5000,0.7200
253442,'330881','江山市','2023-11-09 16:00:00.000000',NULL,17.6630,97.5130,16.3740,239.4420,239.4420,0.2800,NULL
253443,'330800','衢州市','2023-11-09 17:00:00.000000',3.1670,17.9440,98.3610,NULL,147.3380,147.3380,0.4800,0.6900
253444,'330802','柯城区','2023-11-09 17:00:00.000000',3.2690,17.8830,98.5820,NULL,150.1790,150.1790,NULL,0.6200
253445,'330803','衢江区','2023-11-09 17:00:00.000000',3.0670,NULL,97.3710,4.0160,178.6540,178.6540,0.6600,NULL
253446,'330822','常山县','2023-11-09 17:00:00.000000',5.0130,17.7760,NULL,1.5000,151.1190,NULL,0.2000,0.2900
253447,'330824','开化县','2023-11-09 17:00:00.000000',2.9530,17.9460,NULL,21.3150,NULL,270.7270,0.2000,NULL
253448,'330825','龙游县','2023-11-09 17:00:00.000000',NULL,18.1030,98.5750,NULL,218.5120,NULL,0.2500,0.3600
253449,'330881','江山市','2023-11-09 17:00:00.000000',NULL,17.5690,97.6030,1.5000,173.5890,173.5890,0.1600,NULL
253450,'330800','衢州市','2023-11-09 18:00:00.000000',NULL,17.8810,98.4750,NULL,NULL,102.2010,0.1700,0.2500
253451,'330802','柯城区','2023-11-09 18:00:00.000000',2.1930,17.8160,NULL,0.0000,114.7830,114.7830,0.1100,NULL
253452,'330803','衢江区','2023-11-09 18:00:00.000000',2.5010,17.9310,97.5050,0.0000,159.2750,159.2750,0.1700,0.2400
253453,'330822','常山县','2023-11-09 18:00:00.000000',1.9210,NULL,97.8710,NULL,214.5550,214.5550,0.1000,NULL
253454,'330824','开化县','2023-11-09 18:00:00.000000',1.9350,NULL,98.0560,0.0000,254.0720,254.0720,0.3800,0.5500
253455,'330825','龙游县','2023-11-09 18:00:00.000000',1.8460,NULL,98.7360,0.0000,198.6580,198.6580,0.2700,0.4000
253456,'330881','江山市','2023-11-09 18:00:00.000000',4.5870,17.5470,98.0470,0.0000,335.5520,335.5520,0.7600,1.1000
253457,'330800','衢州市','2023-11-09 19:00:00.000000',2.8360,17.8310,98.7150,0.0000,38.6030,NULL,0.6500,0.9400
253458,'330802','柯城区','2023-11-09 19:00:00.000000',2.7210,17.7370,98.8780,0.0000,46.1480,46.1480,0.6400,NULL
253459,'330803','衢江区','2023-11-09 19:00:00.000000',2.3840,17.9850,97.9000,0.0000,331.3340,331.3340,NULL,NULL
253460,'330822','常山县','2023-11-09 19:00:00.000000',1.5720,17.6440,98.1100,0.0000,65.2450,NULL,0.4300,0.6200
253461,'330824','开化县','2023-11-09 19:00:00.000000',3.4410,17.7460,98.2040,0.0000,60.7260,60.7260,0.1900,NULL
253462,'330825','龙游县','2023-11-09 19:00:00.000000',NULL,18.0090,98.8350,0.0000,331.3080,331.3080,0.6600,0.9600
253463,'330881','江山市','2023-11-09 19:00:00.000000',NULL,17.4220,98.1050,NULL,53.9080,NULL,0.6800,0.9900
253464,'330800','衢州市','2023-11-09 20:00:00.000000',1.3150,17.8500,98.7290,NULL,NULL,145.9910,NULL,0.5800
253465,'330802','柯城区','2023-11-09 20:00:00.000000',1.4620,NULL,98.8830,0.0000,NULL,158.0190,NULL,0.6000
253466,'330803','衢江区','2023-11-09 20:00:00.000000',1.4660,17.9030,98.0140,NULL,67.2600,67.2600,0.3800,0.5600
253467,'330822','常山县','2023-11-09 20:00:00.000000',2.1740,17.6690,98.1340,NULL,NULL,246.1210,0.3000,0.4400
253468,'330824','开化县','2023-11-09 20:00:00.000000',2.3800,17.8580,97.7700,0.0000,NULL,247.8700,NULL,0.4100
253469,'330825','龙游县','2023-11-09 20:00:00.000000',NULL,17.9410,99.0640,0.0000,85.9710,85.9710,0.5700,0.8200
253470,'330881','江山市','2023-11-09 20:00:00.000000',1.1280,NULL,NULL,0.0000,236.7000,NULL,0.4000,0.5800
253471,'330800','衢州市','2023-11-09 21:00:00.000000',NULL,17.9030,98.6880,0.0000,NULL,324.6550,0.2000,0.2900
253472,'330802','柯城区','2023-11-09 21:00:00.000000',2.4130,17.8090,98.8680,0.0000,307.4830,307.4830,0.1900,0.2800
253473,'330803','衢江区','2023-11-09 21:00:00.000000',2.6300,17.9240,97.8630,0.0000,353.2090,NULL,0.5500,0.8000
253474,'330822','常山县','2023-11-09 21:00:00.000000',2.7400,17.6830,98.3510,0.0000,298.0750,NULL,0.1300,NULL
253475,'330824','开化县','2023-11-09 21:00:00.000000',1.9920,17.8290,98.2260,NULL,NULL,331.6620,0.1100,0.1500
253476,'330825','龙游县','2023-11-09 21:00:00.000000',2.1500,NULL,98.9650,0.0000,17.4610,17.4610,NULL,0.9400
253477,'330881','江山市','2023-11-09 21:00:00.000000',3.3850,NULL,NULL,0.0000,320.5540,NULL,0.1900,0.2700
253478,'330800','衢州市','2023-11-09 22:00:00.000000',2.4560,17.8760,NULL,0.0000,142.2210,142.2210,0.4500,0.6500
253479,'330802','柯城区','2023-11-09 22:00:00.000000',2.2710,17.7820,98.9070,0.0000,140.6190,140.6190,0.3600,0.5200
253480,'330803','衢江区','2023-11-09 22:00:00.000000',3.6430,NULL,NULL,NULL,NULL,140.0580,0.4400,0.6400
253481,'330822','常山县','2023-11-09 22:00:00.000000',2.3330,17.6970,98.5010,0.0000,8.2000,8.2000,NULL,NULL
253482,'330824','开化县','2023-11-09 22:00:00.000000',1.8270,17.8310,NULL,0.0000,288.2760,NULL,0.1000,0.1400
253483,'330825','龙游县','2023-11-09 22:00:00.000000',3.6540,18.0110,99.0770,0.0000,28.2520,NULL,0.1700,0.2500
253484,'330881','江山市','2023-11-09 22:00:00.000000',NULL,17.4380,98.5470,NULL,44.4910,44.4910,NULL,0.0300
253485,'330800','衢州市','2023-11-09 23:00:00.000000',2.0280,17.8290,98.8840,0.0000,77.2070,NULL,0.7400,NULL
253486,'330802','柯城区','2023-11-09 23:00:00.000000',NULL,17.7200,NULL,0.0000,64.3130,64.3130,NULL,NULL
253487,'330803','衢江区','2023-11-09 23:00:00.000000',1.9770,17.8900,98.2660,0.0000,91.3290,NULL,NULL,1.2500
253488,'330822','常山县','2023-11-09 23:00:00.000000',1.6650,17.6670,98.4680,NULL,33.1470,33.1470,0.2200,0.3100
253489,'330824','开化县','2023-11-09 23:00:00.000000',0.6000,17.8280,98.5490,0.0000,305.0610,305.0610,0.8400,1.2200
253490,'330825','龙游县','2023-11-09 23:00:00.000000',NULL,17.9680,NULL,NULL,NULL,331.3980,NULL,0.2000
253491,'330881','江山市','2023-11-09 23:00:00.000000',1.6730,17.4910,98.5910,0.0000,35.6790,35.6790,0.2300,0.3300
253492,'330800','衢州市','2023-11-10 00:00:00.000000',NULL,17.9140,98.8870,NULL,NULL,101.5540,0.2300,0.3300
253493,'330802','柯城区','2023-11-10 00:00:00.000000',0.1360,17.8110,99.0420,NULL,85.5190,NULL,0.2100,NULL
253494,'330803','衢江区','2023-11-10 00:00:00.000000',0.4530,17.9220,98.2280,0.0000,37.6210,37.6210,NULL,0.1700
253495,'330822','常山县','2023-11-10 00:00:00.000000',0.2640,NULL,98.5500,0.0000,NULL,39.5490,0.5600,NULL
253496,'330824','开化县','2023-11-10 00:00:00.000000',0.0000,NULL,98.6400,NULL,31.0660,31.0660,0.3500,0.5100
253497,'330825','龙游县','2023-11-10 00:00:00.000000',0.9770,18.0090,NULL,NULL,14.3760,14.3760,0.2700,0.3900
253498,'330881','江山市','2023-11-10 00:00:00.000000',0.0000,17.5030,98.5630,0.0000,42.6270,42.6270,0.6800,NULL
253499,'330800','衢州市','2023-11-10 01:00:00.000000',0.0000,17.9020,NULL,0.0000,147.7180,147.7180,NULL,0.3700
253500,'330802','柯城区','2023-11-10 01:00:00.000000',0.0000,17.7970,98.9880,NULL,NULL,NULL,0.1600,0.2400
253501,'330803','衢江区','2023-11-10 01:00:00.000000',NULL,17.9460,98.2590,NULL,101.3850,101.3850,NULL,NULL
253502,'330822','常山县','2023-11-10 01:00:00.000000',0.0000,NULL,NULL,0.0000,NULL,6.7740,0.0400,0.0600
253503,'330824','开化县','2023-11-10 01:00:00.000000',NULL,NULL,NULL,0.0000,0.0640,0.0640,NULL,0.4000
253504,'330825','龙游县','2023-11-10 01:00:00.000000',0.1750,18.0480,NULL,0.0000,NULL,NULL,0.4800,0.7000
253505,'330881','江山市','2023-11-10 01:00:00.000000',0.0000,17.5880,98.4950,0.0000,24.6740,24.6740,0.3400,0.5000
253506,'330800','衢州市','2023-11-10 02:00:00.000000',0.0000,17.9600,98.9010,0.0000,NULL,354.0390,0.1200,NULL
253507,'330802','柯城区','2023-11-10 02:00:00.000000',NULL,17.8630,99.0670,0.0000,326.4250,NULL,0.1800,0.2700
253508,'330803','衢江区','2023-11-10 02:00:00.000000',0.0000,17.9530,NULL,0.0000,13.2030,13.2030,0.3300,0.4800
253509,'330822','常山县','2023-11-10 02:00:00.000000',0.0000,NULL,98.5960,NULL,NULL,NULL,0.4400,0.6400
253510,'330824','开化县','2023-11-10 02:00:00.000000',0.0000,17.7770,98.7430,0.0000,331.5390,331.5390,0.2400,0.3500
253511,'330825','龙游县','2023-11-10 02:00:00.000000',0.0000,18.0700,99.1870,0.0000,47.1070,NULL,NULL,0.7100
253512,'330881','江山市','2023-11-10 02:00:00.000000',NULL,17.6460,98.6800,NULL,358.6780,NULL,0.6000,0.8600
253513,'330800','衢州市','2023-11-10 03:00:00.000000',0.2180,18.0010,98.8980,0.0000,61.0940,NULL,0.5200,0.7500
253514,'330802','柯城区','2023-11-10 03:00:00.000000',0.2490,17.8700,NULL,NULL,NULL,43.5570,NULL,NULL
253515,'330803','衢江区','2023-11-10 03:00:00.000000',NULL,NULL,98.2700,0.0000,NULL,NULL,NULL,NULL
253516,'330822','常山县','2023-11-10 03:00:00.000000',NULL,17.7550,98.6510,0.0000,52.8250,52.8250,0.3100,0.4400
253517,'330824','开化县','2023-11-10 03:00:00.000000',0.0000,17.7600,98.6750,NULL,NULL,353.5730,0.2400,NULL
253518,'330825','龙游县','2023-11-10 03:00:00.000000',0.6940,17.6490,99.0240,NULL,50.1130,NULL,2.1100,3.0500
253519,'330881','江山市','2023-11-10 03:00:00.000000',NULL,NULL,98.6570,0.0000,15.4450,15.4450,0.6600,NULL
253520,'330800','衢州市','2023-11-10 04:00:00.000000',0.7920,17.6350,98.6800,0.0000,NULL,75.8720,1.7600,NULL
253521,'330802','柯城区','2023-11-10 04:00:00.000000',NULL,17.6820,NULL,0.0000,NULL,78.6340,1.5300,2.2100
253522,'330803','衢江区','2023-11-10 04:00:00.000000',NULL,16.9810,97.4460,0.0000,NULL,NULL,NULL,3.6200
253523,'330822','常山县','2023-11-10 04:00:00.000000',0.0000,NULL,98.7070,0.0000,NULL,44.6400,0.2300,0.3300
253524,'330824','开化县','2023-11-10 04:00:00.000000',0.0000,17.7690,NULL,0.0000,NULL,4.9580,NULL,0.6300
253525,'330825','龙游县','2023-11-10 04:00:00.000000',1.1160,16.3660,98.5210,NULL,49.1330,49.1330,2.5500,3.6800
253526,'330881','江山市','2023-11-10 04:00:00.000000',0.0000,17.7650,98.6580,NULL,22.0220,22.0220,0.7100,1.0200
253527,'330800','衢州市','2023-11-10 05:00:00.000000',1.0660,NULL,98.2760,0.0000,73.0990,73.0990,NULL,NULL
253528,'330802','柯城区','2023-11-10 05:00:00.000000',1.0910,16.3080,98.6830,0.0000,73.1500,NULL,2.6700,NULL
253529,'330803','衢江区','2023-11-10 05:00:00.000000',NULL,15.9140,97.1780,0.0000,60.9690,60.9690,NULL,3.5800
253530,'330822','常山县','2023-11-10 05:00:00.000000',0.0000,17.8980,98.8600,0.0000,55.9580,NULL,0.5900,0.8500
253531,'330824','开化县','2023-11-10 05:00:00.000000',0.0000,17.6150,NULL,0.0000,NULL,NULL,0.8200,NULL
253532,'330825','龙游县','2023-11-10 05:00:00.000000',0.9000,15.8400,98.6010,0.0000,NULL,40.5240,2.2900,NULL
253533,'330881','江山市','2023-11-10 05:00:00.000000',NULL,17.6580,98.5410,NULL,NULL,41.9160,1.3600,1.9600
253534,'330800','衢州市','2023-11-10 06:00:00.000000',0.4250,15.7680,NULL,0.0000,69.1560,NULL,2.7700,NULL
253535,'330802','柯城区','2023-11-10 06:00:00.000000',0.4980,NULL,98.3560,0.0000,69.7710,69.7710,NULL,NULL
